"","cat1","cat2","val"
"1","BGF리테일","삼성물산",0.600853431998093
"2","BNK금융지주","DGB금융지주",0.669536175324591
"3","CJ대한통운","CJ제일제당",0.60189618465042
"4","CJ제일제당","CJ대한통운",0.60189618465042
"5","DB손해보험","삼성화재",0.717053624633536
"6","DB하이텍","SK하이닉스",0.630778611622888
"7","DB하이텍","삼성전자",0.663137824700848
"8","DB하이텍","삼성전자우",0.662963592249239
"9","DGB금융지주","BNK금융지주",0.669536175324591
"10","DGB금융지주","NH투자증권",0.626702243865418
"11","DGB금융지주","기업은행",0.772799093218772
"12","DGB금융지주","신한지주",0.66089563484359
"13","DGB금융지주","오렌지라이프",0.735647872902699
"14","DGB금융지주","우리금융지주",0.780679433346888
"15","DGB금융지주","하나금융지주",0.704209993169126
"16","DGB금융지주","효성",0.626063456805401
"17","GKL","LS",0.634825683123548
"18","GKL","SPC삼립",0.612071171116618
"19","GKL","롯데쇼핑",0.620536119296809
"20","GKL","삼성생명",0.654471609746868
"21","GS","강원랜드",0.622378026413902
"22","GS","기업은행",0.705724665206197
"23","GS","삼성생명",0.668789706434898
"24","GS","삼성증권",0.615659830771321
"25","GS","한국가스공사",0.680807725393394
"26","GS","현대차",0.629338743101506
"27","GS건설","JB금융지주",0.615032156175712
"28","GS건설","기업은행",0.682587265265982
"29","GS건설","대림산업",0.736229314322786
"30","GS건설","삼성화재",0.624313924180182
"31","GS건설","오렌지라이프",0.640207041142563
"32","GS건설","우리금융지주",0.727498777232172
"33","GS건설","현대건설",0.621472504875098
"34","JB금융지주","GS건설",0.615032156175712
"35","JB금융지주","NH투자증권",0.673399418978931
"36","JB금융지주","기업은행",0.780006679780466
"37","JB금융지주","두산밥캣",0.622072251871607
"38","JB금융지주","미래에셋대우",0.605209529906603
"39","JB금융지주","삼성증권",0.627694811102744
"40","JB금융지주","신한지주",0.759085091829911
"41","JB금융지주","우리금융지주",0.781217688263813
"42","JB금융지주","하나금융지주",0.717493663820958
"43","KB금융","신한지주",0.785317973252551
"44","KB금융","오렌지라이프",0.764148342116285
"45","KB금융","하나금융지주",0.753754578131574
"46","KT","롯데정밀화학",0.623735889285817
"47","KT&G","SK텔레콤",0.64649838264318
"48","KT&G","기업은행",0.680660790504501
"49","KT&G","동서",0.635644567561193
"50","KT&G","우리금융지주",0.628907721748315
"51","KT&G","현대중공업지주",0.622136148099794
"52","KT&G","현대차우",0.602070560093317
"53","KT&G","효성",0.63075676849605
"54","LG","에스원",0.708676748616295
"55","LG이노텍","후성",0.621528770289624
"56","LG전자","영원무역",0.610710655520264
"57","LG전자","현대건설",0.680086273151298
"58","LG화학","삼성SDI",0.658513639006766
"59","LG화학우","강원랜드",0.660191426127176
"60","LS","GKL",0.634825683123548
"61","LS","삼성생명",0.606846983491819
"62","NH투자증권","DGB금융지주",0.626702243865418
"63","NH투자증권","JB금융지주",0.673399418978931
"64","NH투자증권","메리츠종금증권",0.604840671824977
"65","NH투자증권","미래에셋대우",0.752757126407428
"66","NH투자증권","삼성증권",0.790700294444518
"67","NH투자증권","우리금융지주",0.629479426816064
"68","NH투자증권","한국금융지주",0.693783087701775
"69","OCI","POSCO",0.65543818631066
"70","OCI","금호석유",0.613045133832557
"71","OCI","두산인프라코어",0.7278256913186
"72","OCI","롯데지주",0.624825575125934
"73","OCI","롯데케미칼",0.647759401641829
"74","OCI","삼성전자",0.637084031222874
"75","OCI","삼성전자우",0.604574506899786
"76","OCI","한화",0.621760779675334
"77","OCI","한화케미칼",0.644042975331685
"78","OCI","현대제철",0.795099115690512
"79","POSCO","OCI",0.65543818631066
"80","POSCO","SK하이닉스",0.632406584116342
"81","POSCO","삼성전자우",0.639367108039767
