"","cat1","cat2","val"
"1","BGF리테일","DGB금융지주",-0.0539957263383664
"2","BGF리테일","JB금융지주",-0.107679042264881
"3","BGF리테일","KT",-0.0714391406204641
"4","BGF리테일","KT&G",-0.0567675991001954
"5","BGF리테일","LG디스플레이",-0.13015081553085
"6","BGF리테일","LG생활건강",-0.0931505633761844
"7","BGF리테일","POSCO",-0.1040816183202
"8","BGF리테일","SK",-0.028932611941726
"9","BGF리테일","SK가스",-0.0352593516535333
"10","BGF리테일","롯데칠성",-0.0130618156539131
"11","BGF리테일","메리츠금융지주",-0.143975141521578
"12","BGF리테일","삼성엔지니어링",-0.0327239840919238
"13","BGF리테일","삼성카드",-0.169874902370725
"14","BGF리테일","아시아나항공",-0.170902783337925
"15","BGF리테일","일진머티리얼즈",-0.0620375200077498
"16","BGF리테일","쿠쿠홈시스",-0.057186859053514
"17","BGF리테일","태영건설",-0.03324909586784
"18","BGF리테일","현대백화점",-0.053231526547465
"19","BGF리테일","현대중공업지주",-0.0662562949609837
"20","BGF리테일","현대차2우B",-0.188089001282274
"21","BGF리테일","현대차우",-0.0722113523232313
"22","BGF리테일","효성",-0.0644263116242919
"23","BGF리테일","후성",-0.0881223304310321
"24","BGF리테일","휴켐스",-0.0893289970201026
"25","BNK금융지주","CJ제일제당",-0.0085492579641188
"26","BNK금융지주","F&F",-0.112594998140995
"27","BNK금융지주","HDC현대산업개발",-0.0834962170666592
"28","BNK금융지주","LG디스플레이",-0.0389244885013334
"29","BNK금융지주","LG생활건강우",-0.0742996790533304
"30","BNK금융지주","LG이노텍",-0.0312519790425893
"31","BNK금융지주","NAVER",-0.0819643510630606
"32","BNK금융지주","NHN",-0.122162657291204
"33","BNK금융지주","NICE",-0.0954348387382492
"34","BNK금융지주","SK",-0.14142216407669
"35","BNK금융지주","SK가스",-0.0805778746779876
"36","BNK금융지주","SK케미칼",-0.00585931401025897
"37","BNK금융지주","넥센타이어",-0.0806157356213642
"38","BNK금융지주","녹십자",-0.108467579372761
"39","BNK금융지주","더블유게임즈",-0.0266778477133723
"40","BNK금융지주","동아에스티",-0.186247297814958
"41","BNK금융지주","두산중공업",-0.0234907143717814
"42","BNK금융지주","롯데관광개발",-0.0202875875576539
"43","BNK금융지주","롯데리츠",-0.132091056415476
"44","BNK금융지주","삼성SDI",-0.0637927544206452
"45","BNK금융지주","신세계인터내셔날",-0.13812357425527
"46","BNK금융지주","아이에스동서",-0.113576332294892
"47","BNK금융지주","영진약품",-0.144408776059031
"48","BNK금융지주","종근당",-0.0101365346646822
"49","BNK금융지주","지누스",-0.0105777034108034
"50","BNK금융지주","코스맥스",-0.0884664356783562
"51","BNK금융지주","쿠쿠홈시스",-0.0474652417527838
"52","BNK금융지주","태영건설",-0.0642584777756409
"53","BNK금융지주","한국전력",-0.0591405613423187
"54","BNK금융지주","현대그린푸드",-0.122558112108897
"55","BNK금융지주","현대상선",-0.14382429427687
"56","BNK금융지주","현대엘리베이",-0.0154303650586899
"57","BNK금융지주","화승엔터프라이즈",-0.0387570085798104
"58","CJ","KB금융",-0.0510057128433104
"59","CJ","NHN",-0.0890141424134626
"60","CJ","S-Oil",-0.190746474638703
"61","CJ","롯데리츠",-0.178354231086773
"62","CJ","맥쿼리인프라",-0.163856767666905
"63","CJ","삼성엔지니어링",-0.106311650099517
"64","CJ","삼성카드",-0.0849375795039122
"65","CJ","오리온",-0.138259371779139
"66","CJ","한국전력",-0.189047940438797
