"","cat1","cat2","val"
"1","BGF리테일","BNK금융지주",0.0110875079307967
"2","BGF리테일","CJ CGV",0.152782648410702
"3","BGF리테일","DB손해보험",0.062030663985693
"4","BGF리테일","DB하이텍",0.108512527381247
"5","BGF리테일","F&F",0.193302459647253
"6","BGF리테일","HDC현대산업개발",0.19821555521426
"7","BGF리테일","KB금융",0.0332866602804684
"8","BGF리테일","LG유플러스",0.0864679894414333
"9","BGF리테일","LG이노텍",0.0156482403758676
"10","BGF리테일","LS산전",0.0923188596253903
"11","BGF리테일","NAVER",0.108143021664505
"12","BGF리테일","NH투자증권",0.0041139355664617
"13","BGF리테일","NICE",0.150813284553765
"14","BGF리테일","S-Oil",0.0415154961431264
"15","BGF리테일","SKC",0.178547056740821
"16","BGF리테일","SK이노베이션",0.0183117683363499
"17","BGF리테일","SK텔레콤",0.087475718250745
"18","BGF리테일","강원랜드",0.0463911847582319
"19","BGF리테일","고려아연",0.0700958505349131
"20","BGF리테일","금호석유",0.170374551342315
"21","BGF리테일","기아차",0.0295131390921914
"22","BGF리테일","기업은행",0.140773480539997
"23","BGF리테일","다우기술",0.0743562017647187
"24","BGF리테일","대덕전자",0.0817197358696928
"25","BGF리테일","대우조선해양",0.141941514816678
"26","BGF리테일","대한유화",0.0969873135630311
"27","BGF리테일","동서",0.163315378574224
"28","BGF리테일","동아에스티",0.18208452693588
"29","BGF리테일","동원F&B",0.181959970401605
"30","BGF리테일","동원산업",0.0916761385993975
"31","BGF리테일","두산밥캣",0.064516923752451
"32","BGF리테일","두산인프라코어",0.18633699928708
"33","BGF리테일","롯데리츠",0.0632292572219606
"34","BGF리테일","롯데정밀화학",0.116648324762693
"35","BGF리테일","롯데제과",0.135586049923705
"36","BGF리테일","롯데케미칼",0.0122625811076329
"37","BGF리테일","만도",0.0219599714288994
"38","BGF리테일","메리츠종금증권",0.147278053571293
"39","BGF리테일","삼성생명",0.110394907399783
"40","BGF리테일","삼성전기",0.145423107822379
"41","BGF리테일","삼성중공업",0.152540261134847
"42","BGF리테일","삼성증권",0.195202408893733
"43","BGF리테일","삼성화재",0.149291361305151
"44","BGF리테일","신세계",0.080259765251888
"45","BGF리테일","신한지주",0.0590874917841938
"46","BGF리테일","쌍용양회",0.192447940249286
"47","BGF리테일","에스원",0.0617352522272899
"48","BGF리테일","엔씨소프트",0.167728532455373
"49","BGF리테일","영풍",0.115670689367158
"50","BGF리테일","오렌지라이프",0.0598651697656479
"51","BGF리테일","오리온",0.199921895503747
"52","BGF리테일","유한양행",0.133630971152724
"53","BGF리테일","이마트",0.0237805637002716
"54","BGF리테일","지누스",0.061246498778696
"55","BGF리테일","쿠쿠홀딩스",0.153067572853006
"56","BGF리테일","포스코인터내셔널",0.0674764807215827
"57","BGF리테일","포스코케미칼",0.154228722618253
"58","BGF리테일","하나금융지주",0.00249865936073295
"59","BGF리테일","하이트진로",0.0317023744079653
"60","BGF리테일","한국전력",0.075429774123439
"61","BGF리테일","한국조선해양",0.121885362019698
"62","BGF리테일","한국타이어앤테크놀로지",0.153058291381573
"63","BGF리테일","한국테크놀로지그룹",0.140750880612248
"64","BGF리테일","한미사이언스",0.154371318680348
"65","BGF리테일","한미약품",0.0974486453791262
"66","BGF리테일","한샘",0.138604934511456
"67","BGF리테일","한섬",0.056951063991071
"68","BGF리테일","한솔케미칼",0.0404365529596632
"69","BGF리테일","한전KPS",0.0514603294532633
"70","BGF리테일","한진칼",0.146506211388889
"71","BGF리테일","한화생명",0.191847928956905
"72","BGF리테일","한화에어로스페이스",0.0741690536150998
"73","BGF리테일","한화케미칼",0.110850412816411
"74","BGF리테일","현대그린푸드",0.0460734144128985
"75","BGF리테일","현대글로비스",0.12868091421019
"76","BGF리테일","현대상선",0.065068002937275
"77","BGF리테일","현대엘리베이",0.149265917248036
"78","BGF리테일","현대제철",0.0595883926033912
"79","BGF리테일","현대차",0.194787732902474
"80","BGF리테일","현대해상",0.1066043638253
"81","BNK금융지주","BGF리테일",0.0110875079307967
"82","BNK금융지주","CJ",0.115737939833402
"83","BNK금융지주","DB하이텍",0.104458856590692
"84","BNK금융지주","GS리테일",0.0309285524717491
"85","BNK금융지주","KT&G",0.192458752839442
"86","BNK금융지주","LG",0.0520739160591089
"87","BNK금융지주","LG전자",0.197842022358089
"88","BNK금융지주","LG화학",0.136014917483071
"89","BNK금융지주","OCI",0.192398320768453
"90","BNK금융지주","S-Oil",0.126792036909623
"91","BNK금융지주","SKC",0.124927074182765
"92","BNK금융지주","SK네트웍스",0.107726105569193
"93","BNK금융지주","SK이노베이션",0.189719637472175
"94","BNK금융지주","SK텔레콤",0.11103122870665
"95","BNK금융지주","금호타이어",0.0554084301451825
"96","BNK금융지주","넷마블",0.15556823295513
"97","BNK금융지주","녹십자홀딩스",0.0579455960748139
"98","BNK금융지주","농심",0.0453639287077512
"99","BNK금융지주","대우건설",0.117275345372366
"100","BNK금융지주","대우조선해양",0.178850591896872
"101","BNK금융지주","대웅",0.0498766595190927
"102","BNK금융지주","대웅제약",0.100251361222026
"103","BNK금융지주","더존비즈온",0.0667871735657209
"104","BNK금융지주","동부제철",0.149972231585725
"105","BNK금융지주","동원시스템즈",0.114322172114507
"106","BNK금융지주","두산",0.0962027383822217
"107","BNK금융지주","락앤락",0.0205088406001277
"108","BNK금융지주","롯데정밀화학",0.183031111134569
"109","BNK금융지주","만도",0.148484486222255
"110","BNK금융지주","맥쿼리인프라",0.0928330767699166
"111","BNK금융지주","메리츠금융지주",0.150751078215581
"112","BNK금융지주","메리츠종금증권",0.139074742143716
"113","BNK금융지주","메리츠화재",0.0169787107560154
"114","BNK금융지주","부광약품",0.0783518652996656
"115","BNK금융지주","삼성물산",0.157137128381636
"116","BNK금융지주","삼성바이오로직스",0.0769284010479822
"117","BNK금융지주","삼성중공업",0.0233384967655813
"118","BNK금융지주","셀트리온",0.132628751410553
"119","BNK금융지주","신세계",0.01072000150679
"120","BNK금융지주","아모레G",0.0325550960253824
"121","BNK금융지주","아모레퍼시픽",0.146412816241635
"122","BNK금융지주","아시아나항공",0.0893167315280535
"123","BNK금융지주","애경산업",0.188696225621195
"124","BNK금융지주","에스엘",0.10256918022913
"125","BNK금융지주","에스원",0.0599487889513286
"126","BNK금융지주","엔씨소프트",0.0430426395087707
"127","BNK금융지주","영풍",0.0401120261132687
"128","BNK금융지주","오뚜기",0.191019347486966
"129","BNK금융지주","오리온",0.126839633199071
"130","BNK금융지주","웅진코웨이",0.13190666330619
"131","BNK금융지주","유한양행",0.034148028444477
"132","BNK금융지주","이노션",0.072255101001554
"133","BNK금융지주","이마트",0.0487528228796014
"134","BNK금융지주","일진머티리얼즈",0.140151878325945
"135","BNK금융지주","코리안리",0.0789738144263708
"136","BNK금융지주","태광산업",0.116703318193682
"137","BNK금융지주","포스코케미칼",0.167431826193197
"138","BNK금융지주","한국콜마",0.139669382655951
"139","BNK금융지주","한국테크놀로지그룹",0.19942960596227
"140","BNK금융지주","한국항공우주",0.0906205661252335
"141","BNK금융지주","한샘",0.19059294540938
"142","BNK금융지주","한섬",0.195168364694638
"143","BNK금융지주","한솔케미칼",0.0738231471547632
"144","BNK금융지주","한온시스템",0.0138328348799582
"145","BNK금융지주","한전KPS",0.00475186540501634
"146","BNK금융지주","한전기술",0.0501143970400172
"147","BNK금융지주","한진칼",0.105820219573057
"148","BNK금융지주","한화에어로스페이스",0.0314623827538835
"149","BNK금융지주","현대건설",0.196675402772337
"150","BNK금융지주","현대로템",0.0490211119068218
"151","BNK금융지주","현대모비스",0.0885885018987895
"152","BNK금융지주","현대위아",0.0302238768420106
"153","BNK금융지주","현대차",0.0225767429060971
"154","BNK금융지주","현대차2우B",0.165132339823343
"155","BNK금융지주","현대홈쇼핑",0.006956182335228
"156","BNK금융지주","호텔신라",0.0160755868336886
"157","BNK금융지주","후성",0.0474617114102488
"158","CJ","BNK금융지주",0.115737939833402
"159","CJ","CJ CGV",0.164905225980099
"160","CJ","DB손해보험",0.0501710748612372
"161","CJ","DB하이텍",0.125117322014043
"162","CJ","GS리테일",0.0866198793225995
"163","CJ","HDC현대산업개발",0.151090794305126
"164","CJ","JB금융지주",0.154223519177234
"165","CJ","KT&G",0.133547162012391
"166","CJ","LG디스플레이",0.095768692380587
"167","CJ","LG생활건강",0.160546783925785
"168","CJ","LG유플러스",0.172546802735514
"169","CJ","LG화학우",0.039843890522939
"170","CJ","LS",0.177600993660254
"171","CJ","NAVER",0.144705219474414
"172","CJ","NICE",0.0317726275684942
"173","CJ","SK",0.0894512635048527
"174","CJ","SK가스",0.110440689836825
"175","CJ","SK케미칼",0.0362474952534541
"176","CJ","강원랜드",0.16445036431792
"177","CJ","기아차",0.189984899441952
"178","CJ","농심",0.0404123730154929
"179","CJ","다우기술",0.013783298356022
"180","CJ","대한유화",0.151455667070297
"181","CJ","동부제철",0.171877612453331
"182","CJ","동원F&B",0.12241254207583
"183","CJ","동원산업",0.119536991637151
"184","CJ","롯데관광개발",0.155561828315857
"185","CJ","롯데제과",0.104339855814029
"186","CJ","메리츠금융지주",0.11247163493739
"187","CJ","삼성바이오로직스",0.0473971913577688
"188","CJ","삼성화재",0.174913353139376
"189","CJ","아시아나항공",0.161665292458265
"190","CJ","에스엘",0.0699890976572074
"191","CJ","엔씨소프트",0.0511680802271302
"192","CJ","영진약품",0.0557322330918246
"193","CJ","오뚜기",0.171483227389898
"194","CJ","오렌지라이프",0.11282433019545
"195","CJ","웅진코웨이",0.177242150458539
"196","CJ","이마트",0.113227006731472
"197","CJ","지누스",0.0424572014667398
"198","CJ","카카오",0.162679994300502
"199","CJ","코스맥스",0.142353424390148
"200","CJ","쿠쿠홈시스",0.0781040555197523
"201","CJ","키움증권",0.0795234707105036
"202","CJ","태영건설",0.0727617500923577
"203","CJ","포스코인터내셔널",0.11363264571009
"204","CJ","하나금융지주",0.190884353445641
"205","CJ","한국가스공사",0.161945413783812
"206","CJ","한미사이언스",0.00894887050109139
"207","CJ","한샘",0.19277068600298
"208","CJ","한섬",0.186086101473942
"209","CJ","한올바이오파마",0.19248737690203
"210","CJ","한전KPS",0.087753419231547
"211","CJ","한진칼",0.00957672270474904
"212","CJ","한화에어로스페이스",0.199185961836137
"213","CJ","현대그린푸드",0.0896889585669641
"214","CJ","현대글로비스",0.107545953336309
"215","CJ","현대로템",0.0880279788095142
"216","CJ","현대백화점",0.166732399758444
"217","CJ","현대엘리베이",0.0683959051596205
"218","CJ","현대위아",0.197576068462265
"219","CJ","현대중공업지주",0.184021727499023
"220","CJ","현대차2우B",0.0887633574056867
"221","CJ","현대차우",0.102435352949607
"222","CJ","휠라코리아",0.1305831174945
"223","CJ","휴켐스",0.18640076604405
"224","CJ CGV","BGF리테일",0.152782648410702
"225","CJ CGV","CJ",0.164905225980099
"226","CJ CGV","CJ제일제당",0.174190661766529
"227","CJ CGV","DB손해보험",0.0937997589379069
